file_name,processed_date
2014-05-28-attendance.csv,2023-09-24
2014-05-29-attendance.csv,2023-09-24
2014-05-30-attendance.csv,2023-09-24
2014-07-07-attendance.csv,2023-09-24
2014-07-08-attendance.csv,2023-09-24
2014-07-09-attendance.csv,2023-09-24
2014-08-04-attendance.csv,2023-09-24
2014-08-05-attendance.csv,2023-09-24
2014-09-08-attendance.csv,2023-09-24
2014-09-09-attendance.csv,2023-09-24
2014-10-07-attendance.csv,2023-09-24
2014-10-08-attendance.csv,2023-09-24
2014-11-03-attendance.csv,2023-09-24
2014-11-04-attendance.csv,2023-09-24
2014-11-05-attendance.csv,2023-09-24
2015-01-19-attendance.csv,2023-09-24
2015-01-20-attendance.csv,2023-09-24
2015-01-29-attendance.csv,2023-09-24
2015-01-30-attendance.csv,2023-09-24
2015-02-12-attendance.csv,2023-09-24
2015-02-13-attendance.csv,2023-09-24
2015-02-23-attendance.csv,2023-09-24
2015-03-03-attendance.csv,2023-09-24
2015-03-04-attendance.csv,2023-09-24
2015-03-05-attendance.csv,2023-09-24
2015-03-06-attendance.csv,2023-09-24
2015-03-09-attendance.csv,2023-09-24
2015-03-10-attendance.csv,2023-09-24
2015-03-11-attendance.csv,2023-09-24
2015-03-12-attendance.csv,2023-09-24
2015-03-13-attendance.csv,2023-09-24
2015-03-26-attendance.csv,2023-09-24
2015-04-13-attendance.csv,2023-09-24
2015-05-11-attendance.csv,2023-09-24
2015-07-13-attendance.csv,2023-09-24
2015-07-14-attendance.csv,2023-09-24
2015-08-17-attendance.csv,2023-09-24
2015-08-18-attendance.csv,2023-09-24
2016-01-15-attendance.csv,2023-09-24
2016-01-25-attendance.csv,2023-09-24
2016-01-26-attendance.csv,2023-09-24
2016-01-27-attendance.csv,2023-09-24
2016-01-28-attendance.csv,2023-09-24
2016-01-29-attendance.csv,2023-09-24
2016-02-29-attendance.csv,2023-09-24
2016-03-01-attendance.csv,2023-09-24
2016-03-14-attendance.csv,2023-09-24
2016-03-24-attendance.csv,2023-09-24
2016-04-04-attendance.csv,2023-09-24
2016-04-05-attendance.csv,2023-09-24
2016-04-06-attendance.csv,2023-09-24
2016-04-07-attendance.csv,2023-09-24
2016-04-08-attendance.csv,2023-09-24
2016-04-11-attendance.csv,2023-09-24
2016-04-12-attendance.csv,2023-09-24
2016-04-13-attendance.csv,2023-09-24
2016-04-14-attendance.csv,2023-09-24
2016-05-09-attendance.csv,2023-09-24
2016-07-11-attendance.csv,2023-09-24
2016-08-15-attendance.csv,2023-09-24
2016-08-16-attendance.csv,2023-09-24
2016-09-13-attendance.csv,2023-09-24
2016-10-10-attendance.csv,2023-09-24
2016-11-07-attendance.csv,2023-09-24
2016-11-08-attendance.csv,2023-09-24
2016-11-09-attendance.csv,2023-09-24
2016-11-10-attendance.csv,2023-09-24
2017-01-09-attendance.csv,2023-09-24
2017-01-10-attendance.csv,2023-09-24
2017-02-06-attendance.csv,2023-09-24
2017-02-07-attendance.csv,2023-09-24
2017-02-20-attendance.csv,2023-09-24
2017-02-28-attendance.csv,2023-09-24
2017-03-01-attendance.csv,2023-09-24
2017-03-02-attendance.csv,2023-09-24
2017-03-03-attendance.csv,2023-09-24
2017-03-06-attendance.csv,2023-09-24
2017-03-07-attendance.csv,2023-09-24
2017-03-08-attendance.csv,2023-09-24
2017-03-09-attendance.csv,2023-09-24
2017-03-10-attendance.csv,2023-09-24
2017-04-03-attendance.csv,2023-09-24
2017-04-04-attendance.csv,2023-09-24
2017-05-08-attendance.csv,2023-09-24
2017-07-03-attendance.csv,2023-09-24
2017-07-04-attendance.csv,2023-09-24
2017-08-01-attendance.csv,2023-09-24
2017-09-11-attendance.csv,2023-09-24
2017-10-02-attendance.csv,2023-09-24
2017-10-03-attendance.csv,2023-09-24
2017-11-06-attendance.csv,2023-09-24
2017-11-07-attendance.csv,2023-09-24
2018-01-08-attendance.csv,2023-09-24
2018-01-09-attendance.csv,2023-09-24
2018-01-10-attendance.csv,2023-09-24
2018-02-05-attendance.csv,2023-09-24
2018-02-06-attendance.csv,2023-09-24
2018-02-19-attendance.csv,2023-09-24
2018-02-27-attendance.csv,2023-09-24
2018-02-28-attendance.csv,2023-09-24
2018-03-01-attendance.csv,2023-09-24
2018-03-02-attendance.csv,2023-09-24
2018-03-05-attendance.csv,2023-09-24
2018-03-06-attendance.csv,2023-09-24
2018-03-07-attendance.csv,2023-09-24
2018-03-08-attendance.csv,2023-09-24
2018-03-19-attendance.csv,2023-09-24
2018-03-20-attendance.csv,2023-09-24
2018-03-21-attendance.csv,2023-09-24
2018-05-07-attendance.csv,2023-09-24
2018-05-14-attendance.csv,2023-09-24
2018-05-15-attendance.csv,2023-09-24
2018-05-16-attendance.csv,2023-09-24
2018-05-17-attendance.csv,2023-09-24
2018-05-18-attendance.csv,2023-09-24
2018-07-09-attendance.csv,2023-09-24
2018-07-10-attendance.csv,2023-09-24
2018-07-11-attendance.csv,2023-09-24
2018-08-06-attendance.csv,2023-09-24
2018-09-10-attendance.csv,2023-09-24
2018-10-01-attendance.csv,2023-09-24
2018-10-02-attendance.csv,2023-09-24
2018-11-19-attendance.csv,2023-09-24
2018-11-20-attendance.csv,2023-09-24
2019-01-14-attendance.csv,2023-09-24
2019-01-15-attendance.csv,2023-09-24
2019-02-11-attendance.csv,2023-09-24
2019-02-12-attendance.csv,2023-09-24
2019-02-13-attendance.csv,2023-09-24
2019-02-18-attendance.csv,2023-09-24
2019-02-26-attendance.csv,2023-09-24
2019-02-27-attendance.csv,2023-09-24
2019-02-28-attendance.csv,2023-09-24
2019-03-01-attendance.csv,2023-09-24
2019-03-04-attendance.csv,2023-09-24
2019-03-05-attendance.csv,2023-09-24
2019-03-06-attendance.csv,2023-09-24
2019-03-07-attendance.csv,2023-09-24
2019-03-08-attendance.csv,2023-09-24
2019-04-01-attendance.csv,2023-09-24
2019-05-06-attendance.csv,2023-09-24
2019-05-07-attendance.csv,2023-09-24
2019-05-08-attendance.csv,2023-09-24
2019-07-08-attendance.csv,2023-09-24
2019-08-05-attendance.csv,2023-09-24
2019-08-06-attendance.csv,2023-09-24
2019-09-02-attendance.csv,2023-09-24
2019-09-03-attendance.csv,2023-09-24
2019-09-04-attendance.csv,2023-09-24
2019-10-07-attendance.csv,2023-09-24
2019-11-04-attendance.csv,2023-09-24
2019-11-05-attendance.csv,2023-09-24
2020-01-06-attendance.csv,2023-09-24
2020-02-03-attendance.csv,2023-09-24
2020-02-04-attendance.csv,2023-09-24
2020-02-18-attendance.csv,2023-09-24
2020-02-26-attendance.csv,2023-09-24
2020-02-27-attendance.csv,2023-09-24
2020-02-28-attendance.csv,2023-09-24
2020-03-02-attendance.csv,2023-09-24
2020-03-03-attendance.csv,2023-09-24
2020-03-04-attendance.csv,2023-09-24
2020-03-05-attendance.csv,2023-09-24
2020-03-06-attendance.csv,2023-09-24
2020-03-25-attendance.csv,2023-09-24
2020-03-26-attendance.csv,2023-09-24
2020-04-06-attendance.csv,2023-09-24
2020-04-07-attendance.csv,2023-09-24
2020-05-04-attendance.csv,2023-09-24
2020-05-05-attendance.csv,2023-09-24
2020-05-26-attendance.csv,2023-09-24
2020-06-04-attendance.csv,2023-09-24
2020-06-05-attendance.csv,2023-09-24
2020-08-24-attendance.csv,2023-09-24
2020-08-31-attendance.csv,2023-09-24
2020-09-01-attendance.csv,2023-09-24
2020-09-02-attendance.csv,2023-09-24
2020-09-03-attendance.csv,2023-09-24
2020-09-04-attendance.csv,2023-09-24
2020-10-05-attendance.csv,2023-09-24
2020-10-06-attendance.csv,2023-09-24
2020-10-14-attendance.csv,2023-09-24
2020-10-15-attendance.csv,2023-09-24
2020-11-02-attendance.csv,2023-09-24
2020-11-03-attendance.csv,2023-09-24
2020-11-04-attendance.csv,2023-09-24
2021-01-04-attendance.csv,2023-09-24
2021-01-05-attendance.csv,2023-09-24
2021-02-01-attendance.csv,2023-09-24
2021-02-02-attendance.csv,2023-09-24
2021-02-16-attendance.csv,2023-09-24
2021-02-24-attendance.csv,2023-09-24
2021-02-25-attendance.csv,2023-09-24
2021-02-26-attendance.csv,2023-09-24
2021-03-01-attendance.csv,2023-09-24
2021-03-02-attendance.csv,2023-09-24
2021-03-03-attendance.csv,2023-09-24
2021-03-04-attendance.csv,2023-09-24
2021-03-05-attendance.csv,2023-09-24
2021-03-08-attendance.csv,2023-09-24
2021-04-05-attendance.csv,2023-09-24
2021-05-10-attendance.csv,2023-09-24
2021-05-11-attendance.csv,2023-09-24
2021-07-05-attendance.csv,2023-09-24
2021-07-06-attendance.csv,2023-09-24
2021-07-26-attendance.csv,2023-09-24
2021-07-27-attendance.csv,2023-09-24
2021-08-02-attendance.csv,2023-09-24
2021-08-03-attendance.csv,2023-09-24
2021-09-13-attendance.csv,2023-09-24
2021-09-14-attendance.csv,2023-09-24
2021-10-04-attendance.csv,2023-09-24
2021-10-05-attendance.csv,2023-09-24
2021-11-01-attendance.csv,2023-09-24
2021-11-02-attendance.csv,2023-09-24
2021-11-03-attendance.csv,2023-09-24
2022-01-10-attendance.csv,2023-09-24
2022-01-11-attendance.csv,2023-09-24
2022-01-12-attendance.csv,2023-09-24
2022-02-14-attendance.csv,2023-09-24
2022-02-15-attendance.csv,2023-09-24
2022-02-18-attendance.csv,2023-09-24
2022-02-28-attendance.csv,2023-09-24
2022-03-01-attendance.csv,2023-09-24
2022-03-02-attendance.csv,2023-09-24
2022-03-03-attendance.csv,2023-09-24
2022-03-04-attendance.csv,2023-09-24
2022-03-07-attendance.csv,2023-09-24
2022-03-08-attendance.csv,2023-09-24
2022-03-09-attendance.csv,2023-09-24
2022-03-10-attendance.csv,2023-09-24
2022-03-11-attendance.csv,2023-09-24
2022-04-04-attendance.csv,2023-09-24
2022-04-05-attendance.csv,2023-09-24
2022-05-09-attendance.csv,2023-09-24
2022-07-04-attendance.csv,2023-09-24
2022-07-05-attendance.csv,2023-09-24
2022-08-01-attendance.csv,2023-09-24
2022-08-02-attendance.csv,2023-09-24
2022-09-12-attendance.csv,2023-09-24
2022-09-13-attendance.csv,2023-09-24
2022-10-03-attendance.csv,2023-09-24
2022-10-04-attendance.csv,2023-09-24
2022-10-05-attendance.csv,2023-09-24
2022-10-20-attendance.csv,2023-09-24
2022-11-07-attendance.csv,2023-09-24
2022-11-08-attendance.csv,2023-09-24
2022-11-09-attendance.csv,2023-09-24
2022-11-28-attendance.csv,2023-09-24
2022-11-29-attendance.csv,2023-09-24
2022-11-30-attendance.csv,2023-09-24
2023-01-09-attendance.csv,2023-09-24
2023-01-10-attendance.csv,2023-09-24
2023-02-06-attendance.csv,2023-09-24
2023-02-07-attendance.csv,2023-09-24
2023-02-14-attendance.csv,2023-09-24
2023-02-22-attendance.csv,2023-09-24
2023-02-23-attendance.csv,2023-09-24
2023-02-24-attendance.csv,2023-09-24
2023-02-27-attendance.csv,2023-09-24
2023-02-28-attendance.csv,2023-09-24
2023-03-01-attendance.csv,2023-09-24
2023-03-02-attendance.csv,2023-09-24
2023-03-03-attendance.csv,2023-09-24
2023-03-06-attendance.csv,2023-09-24
2023-03-20-attendance.csv,2023-09-24
2023-03-21-attendance.csv,2023-09-24
2023-03-22-attendance.csv,2023-09-24
2023-04-10-attendance.csv,2023-09-24
2023-04-17-attendance.csv,2023-09-24
2023-04-18-attendance.csv,2023-09-24
2023-04-19-attendance.csv,2023-09-24
2023-04-20-attendance.csv,2023-09-24
2023-04-21-attendance.csv,2023-09-24
2023-05-08-attendance.csv,2023-09-24
2023-05-09-attendance.csv,2023-09-24
2023-05-10-attendance.csv,2023-09-24
2023-07-03-attendance.csv,2023-09-24
2023-07-04-attendance.csv,2023-09-24
2023-07-05-attendance.csv,2023-09-24
2023-07-06-attendance.csv,2023-09-24
2023-08-02-attendance.csv,2023-09-24
2023-08-03-attendance.csv,2023-09-24
